match_id,date,home_team_name,away_team_name,competition_name,actual_result,BaselinePlatt_away,BaselinePlatt_draw,BaselinePlatt_home,TempScalingon raw_away,TempScalingon raw_draw,TempScalingon raw_home,Mono-Pooledon raw_away,Mono-Pooledon raw_draw,Mono-Pooledon raw_home,Mono-OVRon raw_away,Mono-OVRon raw_draw,Mono-OVRon raw_home,Mono-Pooledon Temp_away,Mono-Pooledon Temp_draw,Mono-Pooledon Temp_home
2018-12-23_毕尔巴鄂竞技_巴利亚多利德,2018-12-23,毕尔巴鄂竞技,瓦拉多利德,西甲,1,0.22186537854986216,0.2188356838945374,0.5592989375556005,0.19579241490529595,0.3170394041319913,0.4871681809627128,0.16427752622028335,0.3336852399532165,0.5020372338265002,0.12623364700481984,0.26509065871012166,0.6086756942850585,0.2060445239605111,0.32061636688025713,0.4733391091592318
2018-12-23_巴伦西亚_韦斯卡,2018-12-23,巴伦西亚,韦斯卡,西甲,2,0.21169867384082652,0.1989238466660474,0.589377479493126,0.18432226261645773,0.2230702617538383,0.592607475629704,0.14652217184562646,0.25566736702421766,0.5978104611301559,0.11968329544894124,0.176074997646236,0.7042417069048227,0.15100574767661373,0.2577838705107046,0.5912103818126816
2018-12-23_莱加内斯_塞维利亚,2018-12-23,莱加内斯,塞维利亚,西甲,1,0.37694147071752493,0.22967448754839215,0.3933840417340829,0.5435413897063726,0.2793674910281172,0.17709111926551024,0.5663979106952378,0.29332186142294486,0.14028022788181743,0.5128443111475888,0.27241522140999774,0.21474046744241349,0.5575130504862008,0.286062757797955,0.15642419171584415
2018-12-23_斯特拉斯堡_尼斯,2018-12-23,斯特拉斯堡,尼斯,法甲,2,0.30169601227070025,0.23370906720740078,0.46459492052189905,0.3573165565767859,0.31538704876069823,0.3272963946625159,0.3683633425669436,0.3158183287165282,0.3158183287165282,0.2867132867132868,0.2880580957504034,0.4252286175363098,0.35108413843248687,0.30798685768056483,0.34092900388694825
2018-12-23_切沃_国际米兰,2018-12-23,切沃,国际米兰,意甲,1,0.4751446884845631,0.16864622234395182,0.35620908917148514,0.632119955515939,0.16871573749751476,0.1991643069865462,0.6384232597939263,0.12930882072147037,0.23226791948460343,0.5590359890103321,0.1711257395588989,0.269838271430769,0.6703522085883644,0.14412572484649835,0.18552206656513717
2018-12-23_帕尔马_博洛尼亚,2018-12-23,帕尔马,博洛尼亚,意甲,1,0.3023458351673249,0.2710924958834726,0.4265616689492026,0.317413022628996,0.41136274186723026,0.27122423550377367,0.30705439171793275,0.3858912165641345,0.30705439171793275,0.27263605043984346,0.3287732325428415,0.398590717017315,0.3064600480328886,0.39179146597384423,0.30174848599326726
2018-12-23_加的夫城_曼彻斯特联,2018-12-23,加的夫城,曼彻斯特联,英超,0,0.44255289102323453,0.18465029478028475,0.37279681419648075,0.6271943810926277,0.19837041027705735,0.174435208630315,0.6207554969390366,0.24361725162890494,0.13562725143205842,0.6036999898415312,0.1864747660612167,0.20982524409725206,0.6703522085883645,0.1855220665651372,0.14412572484649838
2018-12-23_巴塞罗那_维戈塞尔塔,2018-12-23,巴塞罗那,维戈塞尔塔,西甲,2,0.19896628953951526,0.18200774359947863,0.6190259668610061,0.18595354233238412,0.20710094867594772,0.6069455089916681,0.1710381392084604,0.23521778059540865,0.5937440801961309,0.1315618711240708,0.1736991252207483,0.6947390036551809,0.16369936841864496,0.19539280128775122,0.6409078302936038
2018-12-23_尤文图斯_罗马,2018-12-23,尤文图斯,罗马,意甲,2,0.22892676125660766,0.21119141535473918,0.5598818233886531,0.28278008408871724,0.32638376248452045,0.3908361534267622,0.30705439171793275,0.30705439171793275,0.3858912165641345,0.2334246711424952,0.2539196111884175,0.5126557176690872,0.29217144515006005,0.3284719578011226,0.3793565970488175
2018-12-23_法兰克福_拜仁慕尼黑,2018-12-23,法兰克福,拜仁慕尼黑,德甲,0,0.4401603456549362,0.18353553629462493,0.37630411805043884,0.5628933825257268,0.2083040238675971,0.22880259360667599,0.5291717312033339,0.23541413439833303,0.23541413439833303,0.5077234543548095,0.18893739010279484,0.30333915554239566,0.5513075805547696,0.18463090614355582,0.2640615133016746
