match_id,date,home_team_name,away_team_name,competition_name,actual_result,BaselinePlatt_away,BaselinePlatt_draw,BaselinePlatt_home,TempScalingon raw_away,TempScalingon raw_draw,TempScalingon raw_home,Mono-Pooledon raw_away,Mono-Pooledon raw_draw,Mono-Pooledon raw_home,Mono-OVRon raw_away,Mono-OVRon raw_draw,Mono-OVRon raw_home,Mono-Pooledon Temp_away,Mono-Pooledon Temp_draw,Mono-Pooledon Temp_home
2018-12-23_毕尔巴鄂竞技_巴利亚多利德,2018-12-23,毕尔巴鄂竞技,瓦拉多利德,西甲,1,0.15337321623935837,0.24289486007051406,0.6037319236901276,0.1822707405786856,0.29237973217248786,0.5253495272488266,0.19237515332508962,0.2818339963470376,0.5257908503278729,0.18538430526457222,0.27297470849301897,0.5416409862424088,0.19773402710319027,0.2836668395419225,0.5185991333548873
2018-12-23_巴伦西亚_韦斯卡,2018-12-23,巴伦西亚,韦斯卡,西甲,2,0.11368015391889325,0.17472058018430842,0.7115992658967984,0.12324374237786455,0.2148368256529101,0.6619194319692253,0.09206193145987814,0.22902317035600248,0.6789148981841194,0.09347143928244149,0.20549276609924746,0.7010357946183111,0.0985596397820272,0.221042846950001,0.6803975132679718
2018-12-23_莱加内斯_塞维利亚,2018-12-23,莱加内斯,塞维利亚,西甲,1,0.4351666846319799,0.2787908544940196,0.2860424608740006,0.4584693235481239,0.3244057988030546,0.21712487764882146,0.44785910285396197,0.3281507235718632,0.22399017357417475,0.40630290605543795,0.3120943780448384,0.2816027158997236,0.43465435656963086,0.3266354800048833,0.2387101634254858
2018-12-23_斯特拉斯堡_尼斯,2018-12-23,斯特拉斯堡,尼斯,法甲,2,0.27807153116444727,0.29579199210195734,0.4261364767335955,0.31305954074386283,0.341584798484825,0.34535566077131213,0.3097068741893645,0.34514656290531776,0.34514656290531776,0.2934595897799801,0.2865272311529969,0.4200131790670231,0.3104329177267089,0.3447835411366456,0.3447835411366456
2018-12-23_切沃_国际米兰,2018-12-23,切沃,国际米兰,意甲,1,0.6864190736300916,0.12604071800478728,0.1875402083651211,0.7287989634700734,0.1470291498763606,0.12417188665356599,0.7553372450832362,0.15206131381280938,0.09260144110395443,0.7386423250445915,0.15014164305949007,0.1112160318959186,0.7568820891113042,0.14454401403722372,0.0985738968514722
2018-12-23_帕尔马_博洛尼亚,2018-12-23,帕尔马,博洛尼亚,意甲,1,0.3175567622596691,0.29920902120079595,0.38323421653953493,0.35086659537549886,0.34372860217323614,0.305404802451265,0.34514656290531776,0.34514656290531776,0.3097068741893645,0.35816821247373576,0.3010308933474295,0.34080089417883486,0.34478354113664555,0.34478354113664555,0.31043291772670883
2018-12-23_加的夫城_曼彻斯特联,2018-12-23,加的夫城,曼彻斯特联,英超,0,0.6080178120462212,0.18728716789769784,0.20469502005608095,0.6216420317850032,0.23221705231438547,0.1461409159006113,0.5992382330509158,0.24748439483768098,0.15327737211140322,0.5794817696314367,0.24790663941451835,0.17261159095404494,0.6035139091327544,0.24145355680690953,0.15503253406033612
2018-12-23_巴塞罗那_维戈塞尔塔,2018-12-23,巴塞罗那,维戈塞尔塔,西甲,2,0.09323495117778867,0.12180896057356345,0.7849560882486479,0.09920432438444951,0.14034422854336157,0.7604514470721889,0.09347888069732395,0.1440267198892102,0.7624943994134659,0.09240850039731219,0.14570090261508026,0.7618905969876075,0.08892508143322475,0.1460912052117264,0.7649837133550489
2018-12-23_尤文图斯_罗马,2018-12-23,尤文图斯,罗马,意甲,2,0.13161446394449353,0.15203865828969013,0.7163468777658163,0.14849079210786809,0.1854500664068863,0.6660591414852457,0.13893508017353803,0.19607110426857294,0.664993815557889,0.12181571258076465,0.17815547964936831,0.7000288077698671,0.139534046269161,0.20355634731420474,0.6569096064166343
2018-12-23_法兰克福_拜仁慕尼黑,2018-12-23,法兰克福,拜仁慕尼黑,德甲,0,0.6710111082208489,0.1438576295921907,0.1851312621869604,0.7005416377192215,0.17569159509878085,0.12376676718199765,0.6990816443780548,0.2061217815568735,0.09479657406507154,0.7124527541198408,0.16674897948898856,0.12079826639117068,0.7084548104956269,0.18892128279883383,0.10262390670553935
