match_id,date,home_team_name,away_team_name,competition_name,actual_result,BaselinePlatt_away,BaselinePlatt_draw,BaselinePlatt_home,TempScaling_away,TempScaling_draw,TempScaling_home,VectorScaling_away,VectorScaling_draw,VectorScaling_home,Isotonic-OVR_away,Isotonic-OVR_draw,Isotonic-OVR_home,Temp_plus_DrawCal0.95_away,Temp_plus_DrawCal0.95_draw,Temp_plus_DrawCal0.95_home
2017-12-03_塞维利亚_拉科鲁尼亚,2017-12-03,塞维利亚,拉科鲁尼亚,西甲,2,0.07614847509400766,0.08226458260255215,0.8415869423034402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-03_雷恩_亚眠,2017-12-03,雷恩,亚眠,法甲,2,0.13605303893162735,0.2848563156311852,0.5790906454371875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-03_尼斯_梅斯,2017-12-03,尼斯,梅斯,法甲,2,0.09111268316626775,0.09759115079592888,0.8112961660378034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-03_里尔_图卢兹,2017-12-03,里尔,图卢兹,法甲,2,0.18939537303056667,0.24625780561066632,0.5643468213587671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-03_圣埃蒂安_南特,2017-12-03,圣埃蒂安,南特,法甲,1,0.21067737216141316,0.3760914333011106,0.41323119453747614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-03_沙尔克04_科隆,2017-12-03,沙尔克04,科隆,德甲,1,0.09637504829126338,0.13392583883276651,0.7696991128759701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-03_柏林赫塔_法兰克福,2017-12-03,柏林赫塔,法兰克福,德甲,0,0.3275055187677999,0.31555069657150486,0.3569437846606953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-03_毕尔巴鄂竞技_皇家马德里,2017-12-03,毕尔巴鄂竞技,皇家马德里,西甲,1,0.7680129953824631,0.05810405465760548,0.1738829499599314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-03_贝内文托_AC米兰,2017-12-03,贝内文托,AC米兰,意甲,1,0.7898616097015791,0.05574522887306904,0.15439316142535184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-03_赫塔费_巴伦西亚,2017-12-03,赫塔费,巴伦西亚,西甲,2,0.41975717508096644,0.3308474042038796,0.24939542071515405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-03_都灵_亚特兰大,2017-12-03,都灵,亚特兰大,意甲,1,0.22819609201851151,0.4452648789000383,0.3265390290814503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-03_佛罗伦萨_萨索洛,2017-12-03,佛罗伦萨,萨索洛,意甲,2,0.110590456684249,0.2832214926915746,0.6061880506241764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-03_博洛尼亚_卡利亚里,2017-12-03,博洛尼亚,卡利亚里,意甲,1,0.1993472907380575,0.2476423960109239,0.5530103132510186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-03_国际米兰_切沃,2017-12-03,国际米兰,切沃,意甲,2,0.07208289203161236,0.20513461221346518,0.7227824957549225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-03_阿森纳_曼彻斯特联,2017-12-03,阿森纳,曼彻斯特联,英超,0,0.2267993930241122,0.286734860049014,0.4864657469268739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-03_伯恩茅斯_南安普敦,2017-12-03,伯恩茅斯,南安普敦,英超,1,0.39099107753466944,0.34054667759276763,0.268462244872563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-03_摩纳哥_昂热,2017-12-03,摩纳哥,昂热,法甲,2,0.07055712113469471,0.13181937578306344,0.7976235030822418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-03_莱加内斯_比利亚雷亚尔,2017-12-03,莱加内斯,比利亚雷亚尔,西甲,2,0.474490098127231,0.3110721542472893,0.2144377476254798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-03_斯特拉斯堡_巴黎圣日尔曼,2017-12-03,斯特拉斯堡,巴黎圣日尔曼,法甲,2,0.6882110290427219,0.07623220563257731,0.23555676532470085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-04_蒙彼利埃_马赛,2017-12-04,蒙彼利埃,马赛,法甲,1,0.5260523748036227,0.23990836033623344,0.23403926486014387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-04_卡昂_里昂,2017-12-04,卡昂,里昂,法甲,0,0.7458525868169507,0.07208213375798879,0.1820652794250605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-04_埃瓦尔_西班牙人,2017-12-04,埃瓦尔,西班牙人,西甲,2,0.24745427647685347,0.35020357274992475,0.40234215077322183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
